Household_Key,Retail,Coupon_Match,Coupon,Total_Sales
1534,-256.5,-9.44,-27.84,2151.63
1535,-396.47,0,0,2112.93
1536,-390.82,-0.5,-1.5,3221.27
1537,-184.4,0,-2,1616.33
1538,-92.44,-0.25,-1.25,477.35
1539,-1.27,0,0,6
1540,-248.98,0,-2.5,1246.97
1541,-304.47,-16.25,-51.24,2811.89
1542,-181.28,0,-1,910.51
1543,-345.26,0,0,1447.57
1544,-248.37,0,-2,1798.76
1545,-223,-0.55,-2.55,1457.04
1546,-212.97,-0.4,-2.4,1006.46
1547,-50.52,-0.35,-5.19,535.38
1548,-537.39,-1.6,-6.7,2523.68
1549,-145.44,-1.3,-7.65,877.98
1550,-294.68,0,0,1540.13
1551,-118.03,0,0,772.96
1552,-69.05,-1.5,-6,508.42
1553,-7.88,0,0,66.43
1554,-89.74,0,0,669.31
1555,-152.37,-1.6,-3.65,589.59
1556,-477.5,-8.35,-16.33,1821.57
1557,-276.77,-1.75,-5,2792.55
1558,-182.96,0,0,1790.67
1559,-46.23,0,-1,621.53
1560,-84.13,0,0,220.53
1561,-41.93,0,0,299.15
1562,-102.71,0,0,357.97
1563,-357.54,0,0,1936.31
1564,-72.12,0,0,339.97
1565,-43.81,0,-15.36,180.71
1566,-25.7,0,0,276.53
1567,-105.26,0,0,946.18
1568,-427.93,-0.25,-3.25,1585.64
1569,-175.42,-0.5,-0.5,845.31
1570,-355.42,0,-1,1217.49
1571,-41.87,0,0,392.61
1572,-117.66,-0.5,-2.99,875.53
1573,-33.95,0,-15.99,260.03
1574,-599.76,0,0,1353.06
1575,-36.27,0,0,139.02
1576,-73.89,0,0,186.05
1577,-319.63,0,0,1815.34
1578,-212.29,-0.5,-3,1268.38
1579,-962.19,-0.5,-3,5141.49
1580,-22.16,0,0,84.22
1582,-156.78,0,0,1481.98
1583,-25.12,0,0,144.55
1584,-286.88,-0.7,-1.3,2660.93
1585,-343.38,-0.7,-3.3,2995.61
1586,-83.9,0,0,1088.63
1587,-42.74,-0.35,-3.93,261.9
1588,-245.39,-0.5,-3.5,2385.12
1589,-32.73,0,0,231.53
1590,-537.07,-1.75,-6.74,3808.72
1591,-146.95,-2.8,-7,922.52
1592,-37.63,-0.5,-0.5,309.36
1593,-158.17,-1.9,-5.9,861.19
1594,-122.31,0,-2.5,611.8
1595,-360.98,0,-1,3128.39
1596,-51.63,-1.8,-2.9,356.32
1597,-45.71,0,-1.25,315.07
1598,-351.4,-0.4,-0.65,2040.5
1599,-341.76,0,0,2013.79
1600,-94.93,0,0,444.05
1601,-139.51,0,-1,858.06
1602,-326.68,-0.9,-1.1,2762.26
1603,-21.42,0,0,95.24
1604,-28.1,0,0,196.54
1605,-119.39,-18.78,-33.74,379.45
1606,-137.5,0,0,674.22
1607,-937.28,0,-20,1549.53
1608,-144.42,0,-2.5,384.94
1609,-1025.93,-12.45,-37.58,10837.88
1610,-15.15,-0.5,-0.5,112
1611,-6.06,0,0,43.58
1612,-369.84,-4.35,-12.64,3467.1
1613,-307.21,-0.35,-5.35,2455.06
1614,-12.31,0,0,145.51
1615,-122.23,-2.1,-6.1,590.71
1616,-74.49,0,-2,334.43
1617,-354.46,0,0,1837.75
1618,-147.66,-15.7,-39.5,1543.28
1619,-231.54,-0.5,-1.5,1367.72
1620,-943.93,-1.9,-4.9,3276.96
1621,-164.25,-2.25,-2.95,937.65
1622,-429.12,0,-1,1583.96
1623,-83.97,0,0,408.1
1624,-10.22,0,0,102.1
1625,-10.56,-1.8,-2.2,71.09
1626,-0.58,0,0,2
1627,-75.17,0,0,385.27
1628,-21.94,0,0,161.1
1629,-19.13,0,0,117.08
1630,-446.62,-1,-21.37,3522.97
1631,-955.87,-1.8,-11.5,3871.81
1632,-168.18,0,0,1109.7
1633,-618.56,-20.45,-33.95,3513.87
1634,-591.25,-0.95,-8.55,2873.25
1635,-3.92,0,0,38.92
1636,-1.31,0,0,16.3
1637,-285.2,0,0,466.39
1638,-53.6,0,0,177.22
1639,-183.65,0,0,983.08
1640,-377.69,-0.3,-3.5,2373.43
1641,-51.25,0,-7.99,226.14
1642,-214.66,-1.85,-3.85,1049.34
1643,-153.57,0,0,640.59
1644,-40.55,0,0,134.08
1645,-60.6,0,0,243.41
1646,-127.37,0,0,1265.08
1647,-6.89,0,0,27.78
1648,-200.21,0,0,881.28
1649,-31,0,0,260.65
1650,-132.89,0,0,600.73
1651,-74.52,0,0,550.88
1652,-62.21,0,0,441.79
1653,-1571.58,-1.65,-7.54,7030.48
1654,-36.6,-0.45,-3.45,444.82
1655,-54.76,0,0,355.13
1656,-4.39,0,0,54.05
1657,-11.56,0,0,147.22
1658,-145.5,-1,-2,809.01
1659,-129.27,0,-1.99,555.14
1660,-353.49,0,-2.5,1369.68
1661,-46.51,0,0,600.44
1662,-617.14,0,0,3658.32
1663,-13.08,0,0,322.47
1664,-46.38,0,-2,158.49
1665,-153.1,0,-1,784.47
1666,-48.53,0,0,532.46
1667,-206.55,-0.45,-3.55,671.09
1668,-57.99,0,0,920.73
1669,-3.2,0,0,26.81
1670,-5.36,0,0,48.67
1671,-119.51,0,0,755.1
1672,-178.72,0,-3.5,908.95
1673,-487.55,-1.25,-14.74,2677.2
1674,-69.39,0,0,105.69
1675,-717.05,-1.35,-29.6,2199.63
1676,-266.62,-0.85,-1.15,1875.62
1677,-720.28,-0.85,-8.95,5266.36
1678,-260.27,0,-1,1864.51
1679,-32.06,0,0,181.65
1680,-177.25,-0.45,-10.79,650.54
1681,-224.07,0,-1,1364.52
1682,-21.41,0,0,64.99
1683,-111.94,0,-4.5,913.94
1684,-25.83,0,0,263.19
1685,-84.49,0,0,588.42
1686,-79.73,-0.3,-2.3,436.15
1687,-311.52,-7.55,-94.89,1665.36
1688,-45.48,0,-2,269.15
1689,-141.93,0,0,651.65
1690,-91.57,0,-1,571.03
1691,-163.15,0,-2,955.36
1692,-177.21,0,-2,561.06
1693,-386.37,-4.55,-13.95,2874.88
1694,-570.28,-4.3,-38.74,2582.56
1695,-110.42,0,0,726.9
1696,-121.47,0,-0.75,1136.16
1697,-37.67,0,0,243.53
1698,-53.69,0,0,277.18
1699,-52.3,0,0,163.28
1700,-86.64,0,0,331.21
1701,-35.42,0,0,457.74
1702,-35.34,0,0,193.94
1703,-134.88,0,-2,754.8
1704,-36.92,0,0,102.98
1705,-99.42,0,-2,583.14
1706,-21.64,0,-9.78,90.82
1707,-601.88,-7.45,-33.23,3845.39
1708,-562.57,-0.9,-1.1,1710.48
1709,-158.03,-2.3,-5.9,623.21
1710,-1091.67,-0.5,-10.5,5854.04
1711,-116.26,0,-2.49,513.35
1712,-47.91,0,0,327.47
1713,-39.08,0,0,281.52
1714,-20.33,0,0,115.7
1715,-64.45,0,0,480.81
1716,-174.53,-0.45,-7.55,1147.07
1717,-288.97,-0.5,-0.5,617.43
1718,-74.57,0,0,412.41
1719,-248.45,0,-2.5,1366.4
1720,-228.6,-1.75,-2.85,1906.07
1721,-0.79,0,0,2.39
1722,-1788.93,-10.37,-76.3,5629.45
1723,-119.98,0,0,1281.96
1724,-192.63,0,-3,1417.06
1725,-37.49,0,0,476.77
1726,-280.37,-9.95,-63.16,2641.3
1727,-6.39,0,0,149.01
1728,-0.88,0,0,58.28
1729,-391.55,-0.4,-4.4,2146.43
1730,-28.22,0,0,1514.18
1731,-463.12,-1.35,-6.67,1477.1
1732,-213.31,-0.85,-3.85,1534.8
1733,-42.06,0,0,505.27
1734,-7.31,0,0,43.03
1735,-99.07,-0.5,-0.5,912.19
1736,-42.13,0,0,178.36
1737,-25.05,0,0,54.37
1738,-274.42,-0.35,-0.35,514.75
1739,-62.74,0,0,283.68
1740,-189.29,0,-1.5,1444.03
1741,-22.71,0,-3,94.29
1742,-115.03,0,0,956.94
1743,-134.85,-0.25,-4.73,645.03
1744,-42.56,0,-2.5,572.91
1745,-234.19,0,0,1374.79
1746,-202.72,0,-1,1056.36
1747,-279.47,0,-4.5,1437.07
1748,-383.7,-1,-3,1285.15
1749,-180.11,-1.4,-3.5,1629.55
1750,-59.48,0,0,276.43
1751,-74.94,0,-1,482.05
1752,-438.6,-1.2,-3.2,1924.94
1753,-156.32,-0.25,-3.5,1093.45
1754,-485.19,-7.75,-34.04,1363.14
1755,-53.93,0,0,531.7
1756,-382.95,0,-3,2524.89
1757,-41.54,0,0,218.69
1758,-33.58,0,0,207.22
1759,-200.68,0,0,955.94
1760,-24.04,0,0,214.88
1761,-63.94,0,0,396.7
1762,-1051.28,-1.25,-29.82,5382.65
1763,-44.32,0,0,470.32
1764,-287.9,-4.95,-10.95,2013.15
1765,-141.5,0,-1,887.68
1766,-14.64,0,0,66.26
1767,-904.3,-0.95,-3.05,4007.14
1768,-67.07,0,0,252.39
1769,-495.09,-0.45,-0.55,3019.25
1770,-769.9,-20.35,-139.11,5345.87
1771,-23.79,0,0,208.27
1772,-282.28,0,-1,1710.5
1773,-178.32,-5.2,-15,1608.63
1774,-317.94,-2.95,-9.35,1907.21
1775,-446.08,-1.88,-14.49,2714.77
1776,-404.12,-1,-9.25,2667.24
1777,-79.16,0,0,633
1778,-433.95,0,-13.35,3956.44
1779,-441.26,-3.25,-6.5,1308.5
1780,-138.39,0,0,1105.31
1781,-202.54,0,0,1494.33
1782,-73.83,-0.5,-4.5,908.05
1783,-205.68,0,-5,1143.32
1784,-130.46,0,0,988.97
1785,-95.01,0,0,273.12
1786,-12.28,0,0,126.47
1787,-167.18,0,0,616.61
1788,-199.55,0,-1.75,2987.51
1789,-10.89,0,0,133.05
1790,-64.28,0,0,484.84
1791,-141.06,0,-3,847.07
1792,-503.12,0,-5,2337.51
1793,-147.11,-0.5,-1.5,669.77
1794,-170.92,-3.35,-7.75,1274.74
1795,-1061.85,-4.45,-49.66,3475.13
1796,-109.67,0,0,937.32
1797,-568.31,-1.5,-2.5,1984.84
1798,-212.49,0,-2.5,957.05
1799,-9.05,0,0,196.89
1800,-177.23,0,-1,1354.34
1801,-47.95,0,-5,251.54
1802,-176.95,0,0,1281.26
1803,-696.67,0,-1.99,7672.69
1804,-652.82,-1.75,-19.09,3721.4
1805,-15.45,0,0,421.52
1806,-333.07,0,0,1519.43
1807,-616.84,0,-3,3656.91
1808,-69.12,0,-1,569
1809,-115.85,-0.5,-3,552.29
1810,-83.84,0,-1,1450.57
1811,-74.62,0,0,367.46
1812,-85.95,0,-2,422.68
1813,-1.62,0,0,3.55
1814,-204.92,0,-9.99,1783.42
1815,-120.91,0,-2,650.92
1816,-270.07,-7.6,-50.17,1802.16
1817,-22.68,0,0,129.64
1818,-194.13,0,-2,960.48
1819,-60.1,0,0,311.31
1820,-85.43,0,0,888.47
1821,-100.69,0,0,603.68
1822,-387.38,0,0,2267.75
1823,-811.4,-9.05,-42.4,4119.08
1824,-379.67,-0.25,-5.75,1149.63
1825,-181.26,0,0,1036.11
1826,-257.04,0,0,1019.16
1827,-2.38,0,0,23.55
1828,-569.65,-1.9,-8.9,5333.92
1829,-350.78,-1.5,-2.5,2860.51
1830,-10.19,0,0,39.44
1831,-343.11,-8.15,-25.74,1676.8
1832,-182.97,-0.95,-1.05,733.17
1833,-350.16,-2.15,-11.65,1336.21
1834,-322.46,0,-7,1701.75
1835,-544.64,0,-17.45,4313.44
1836,-191.69,0,0,1800.82
1837,-283.47,-0.95,-8.54,1186.35
1838,-163.37,0,0,463.38
1839,-56.02,0,0,508.35
1840,-0.29,0,0,4.99
1841,-108.95,-0.5,-0.5,840.12
1842,-58.09,-0.25,-0.75,658.76
1843,-24.17,0,0,207.2
1844,-41.28,0,-3.54,517.62
1845,-839.7,-1.3,-3.89,6977.75
1846,-69.98,0,-2.5,123.99
1847,-187.07,0,-2.5,968.88
1848,-353.31,-1.15,-8.25,5305.07
1849,-387.04,-0.45,-13.53,1222.37
1850,-247.2,-0.85,-0.85,2658.33
1851,-64.33,0,0,403.79
1852,-780.94,-0.75,-1.95,6220.95
1853,-5.54,0,0,90.85
1854,-404.01,0,0,3635.69
1855,-5.06,0,0,48.83
1856,-260.4,-1.6,-14.35,1995.77
1857,-60.93,0,0,560.31
1858,-113.93,-0.8,-4.8,880.31
1859,-128.6,0,0,956.76
1860,-92.98,-1,-2.59,495.74
1861,-170.18,-0.25,-8.25,729.77
1862,-251.17,0,-7.5,1251.15
1863,-111.13,0,0,405.46
1864,-564.08,-2.25,-12.75,6795.04
1865,-295.45,-1.25,-4.35,3235.23
1866,-10.63,0,0,59.07
1867,-164.76,-0.75,-4.5,682.04
1868,-137.99,0,0,322.15
1869,-471.27,-5.35,-26.19,1610.6
1870,-30.43,0,0,94.65
1871,-15.89,0,0,241.84
1872,-172.4,-0.5,-9.5,1354.29
1873,-416.44,0,-4.5,2138.02
1874,-42.82,0,-9.99,446.58
1875,-5.81,0,0,182.16
1876,-0.8,0,0,35.42
1877,-132.13,0,0,760.47
1878,-63.32,0,-3,338.5
1879,-282.66,-1.15,-3.75,1847.07
1880,-88.73,0,0,389.83
1881,-145.63,0,0,1029.31
1882,-52.08,0,0,318.41
1883,-231.01,-0.95,-6.45,1227.28
1884,-0.79,0,0,1
1885,-0.71,0,0,18.5
1886,-52.93,-0.3,-1.5,273.5
1887,-28.35,0,-5,226.05
1888,-15.15,0,0,120.64
1889,-155.99,-3.9,-17.21,969.04
1890,-54.24,0,-3,598.74
1891,-72.95,-0.5,-2.5,460.34
1892,-454.69,-0.9,-1.1,2278.28
1893,-0.8,0,0,34.78
1894,-80.95,0,0,451.42
1895,-72.81,0,-4,604.1
1896,-95.62,0,0,576.03
1897,-0.98,0,0,19.58
1898,-183.05,0,0,432.74
1899,-735.88,-10.4,-35.94,4593.78
1900,-217.1,0,0,2250.41
1901,-961.08,-0.75,-17.25,5618.6
1902,-197.13,-0.6,-9.65,983.36
1903,-143.11,-0.4,-0.4,551.03
1904,-32.73,0,0,195.75
1905,-124.31,0,-1.5,1056.12
1906,-468.64,-0.25,-2.15,3301.08
1907,-710.94,-6.75,-37.81,3467.67
1908,-41.42,0,0,297.47
1909,-43.97,0,0,198.13
1910,-59.73,0,-0.75,525.25
1911,-97.21,0,0,540.9
1912,-225.56,-0.5,-1.5,1308.85
1913,-48.25,0,0,312.04
1914,-187.14,0,0,2294.28
1915,-38.51,0,0,446.39
1916,-234.45,0,-2,1214.55
1917,-587.7,-0.65,-16.19,3338.81
1918,-467.49,-5.3,-16.3,2183.75
1919,-381.44,-1.5,-28.13,1604.99
1920,-90.74,0,0,859.34
1921,-220.89,-0.4,-2.9,514.58
1922,-94.28,0,0,1022.7
1923,-239.27,-6.15,-12.15,1716.97
1924,-406.6,0,-5,1927.3
1925,-169.5,0,0,1995.96
1926,-305.23,0,-4.19,756.42
1927,-318.69,0,0,1802.07
1928,-287.42,-5.25,-20.6,1113.75
1929,-382.16,0,-3,2045.6
1930,-218.83,-0.3,-2.8,1269.66
1931,-241.83,-0.3,-2.8,843.42
1932,-49.14,0,0,581.25
1933,-152.8,0,0,922.91
1934,-112.84,0,0,474.73
1935,-383.66,-18.23,-93.7,4057.29
1936,-302.06,-0.25,-8.75,2076.04
1937,-439.35,-1.9,-9.2,2767.24
1938,-42.26,0,0,370.81
1939,-228.29,0,0,1253.04
1940,-213.93,-1,-4,1347.73
1941,-77.56,0,0,327.4
1942,-87.7,0,0,996.89
1943,-509.91,-0.25,-1.75,3189.66
1944,-461.43,-0.6,-9.77,3981.67
1945,-21.55,0,0,220.75
1946,-147.05,0,0,839.43
1947,-255.59,0,0,1984
1948,-20.31,0,0,133.1
1949,-23.91,0,0,101.91
1950,-22.83,0,0,120.78
1951,-37.33,0,0,227.22
1952,-44.31,0,0,150.76
1953,-183.19,-0.4,-1.9,982.09
1954,-96.82,0,0,680.48
1955,-574.53,-6.9,-19.4,3107.1
1956,-87.59,-0.25,-0.75,746.69
1957,-60.42,0,0,405.72
1958,-59.43,-1.3,-2.3,281.89
1959,-402.75,-1.4,-12.6,1815.73
1960,-252.22,-0.25,-0.25,945.36
1961,-209.17,0,-1.34,704.42
1962,-99.65,-1,-2.5,901.97
1963,-164.72,-1.45,-7.55,1227.22
1964,-153.24,0,-12.67,698.74
1965,-258.63,-1.6,-15.74,1576.6
1966,-331.59,0,-2,1764.54
1967,-79.76,-0.45,-0.55,423.39
1968,-169.04,0,0,844.74
1969,-156.51,0,0,719.84
1970,-42.36,0,0,210.71
1971,-575.59,-1.4,-6.29,4339.05
1972,-201.87,-3.5,-3.5,1197.35
1973,-153.35,-0.85,-1.85,1649.04
1974,-536.43,-0.25,-13.24,3275.94
1975,-467.79,-20.59,-84.6,6755.36
1976,-232.18,-2,-7.74,1647.08
1977,-16.67,0,0,47.02
1978,-93.88,-0.75,-4.25,874.49
1979,-151.87,-1.16,-22.8,602.3
1980,-334.22,0,-0.75,1871.49
1981,-167.32,-0.35,-1.35,606.57
1982,-214.17,0,0,1918.78
1983,-226.96,-0.25,-1.75,1594.96
1985,-290.85,0,-2,2162.56
1986,-26.18,0,-2,136.32
1987,-159.8,0,0,393.33
1988,-472.41,-1.35,-39.94,2805.68
1989,-253.04,-1,-3.5,1084.05
1990,-276.61,-8.75,-22.45,1419.08
1991,-16.73,0,0,132.17
1992,-50.43,-0.4,-0.6,209.72
1993,-165.17,-1.5,-2.5,605
1994,-107.23,-0.5,-1,418.79
1995,-741.03,-0.5,-8.75,4782.56
1996,-176.34,-0.35,-0.35,1155.16
1997,-163.47,-0.45,-2.55,1411.09
1998,-221.02,0,0,928.82
1999,-69.34,0,0,323.49
2000,-86.58,0,-2.5,259.85
2001,-124.77,0,0,618.77
2002,-275.57,0,-1,974.54
2003,-35.22,-2.8,-3.5,357.6
2004,-555.87,-19.35,-52.72,3512.08
2005,-91.98,0,-2.5,355.61
2006,-485.38,-6.2,-18.9,1920.14
2007,-408.63,-1.05,-4.55,3064.03
2008,-92.25,-3.05,-4.25,637.98
2009,-294.23,-0.35,-5.9,1506.88
2010,-119.66,0,0,764.55
2011,-69.84,0,0,425.9
2012,-558.63,-1.65,-16.63,2627.2
2013,-158.89,-0.45,-2.55,821.83
2014,-162.05,0,-1,891.04
2015,-338.76,-4.45,-9.44,2438.8
2016,-224.24,0,-1,896.54
2017,-351.33,0,-1,1575.47
2018,-141.54,0,0,773.16
2019,-385.64,-2.5,-17.5,2057.72
2020,-368.54,0,-1,2961.65
2021,-152.79,0,-1,766.13
2022,-430.39,0,-4,2900.76
2023,-127.94,0,-5.88,363.22
2024,-265.48,-2,-28.05,2190.26
2025,-41.68,0,0,551.78
2026,-256.66,0,0,475.52
2027,-174.63,0,0,650.07
2028,-156.3,0,0,1025.57
2029,-79.53,0,0,354.67
2030,-164.71,-2.4,-12.89,939.54
2031,-15.66,0,0,71.64
2032,-68.58,0,-1,802.52
2033,-67.53,0,0,584.6
2034,-118.22,0,0,716.02
2035,-200.57,-0.35,-2.35,795.92
2036,-89.13,0,0,896.19
2037,-145.19,0,0,984.48
2038,-78.93,0,0,319.68
2039,-273.58,-0.25,-1.5,1086.12
2040,-424.73,0,-61.33,1990.31
2041,-189.52,0,0,1108.13
2042,-382.84,-4.45,-18.73,2104.17
2043,-106.98,0,0,527.61
2044,-82.07,0,0,649.11
2045,-16.11,0,0,128.75
2046,-48.52,0,0,413.18
2047,-313.38,0,-5,1760.03
2048,-27.07,-0.35,-0.35,183.72
2049,-128.8,0,-18.59,539.51
2050,-544.19,0,0,2947.04
2051,-571.88,-2.1,-12.87,4871.51
2052,-15.03,0,0,48.88
2053,-196.41,0,0,1330.46
2054,-70.72,0,0,89.33
2055,-24.96,0,0,236.47
2056,-133.82,0,-3.59,931.08
2057,-330.32,-1.65,-6.15,1140.62
2058,-196.85,-0.5,-0.5,2835.17
2059,-218.1,0,0,976.17
2060,-16.17,0,0,115.65
2061,-27.95,0,-14.99,147.56
2062,-1270.37,-8.95,-21.38,3860.22
2063,-276.55,-0.45,-0.55,1385.87
2064,-100.17,0,0,903.08
2065,-145.17,0,0,660.42
2066,-350.75,-1.45,-4.95,1267.99
2067,-14.95,0,0,108.65
2068,-236.94,-1.65,-8.75,877.28
2069,-162.48,-0.3,-0.3,897.53
2070,-252.29,0,0,1196.3
2071,-131.17,0,0,438.87
2072,-53.86,-1,-3,240.96
2073,-490.61,-0.5,-3.5,1642.15
2074,-91.52,-1.35,-2.85,487.07
2075,-148.02,-0.4,-1.4,715.79
2076,-561.21,-2.1,-24.3,4455.76
2077,-91.3,0,0,766.86
2078,-338.93,-1.6,-4,1909.09
2079,-488.94,0,0,2791.43
2080,-522.51,-0.5,-4,3617.55
2081,-127.47,0,0,620.4
2082,-409.72,-0.45,-8.29,1916.93
2083,-500.4,-6,-33.85,3574.23
2084,-75.39,0,0,573.69
2085,-973.29,-1.75,-14.84,4050.93
2086,-248.23,-0.25,-2.95,1655.74
2087,-835.9,0,-3.5,3149.02
2088,-334.59,0,-2.5,1549.04
2089,-13.64,0,0,70.28
2090,-143.27,0,-1,488.34
2091,-72.51,0,0,336.87
2092,-271.43,-13.95,-33.8,1636.72
2093,-50.73,0,-5,143.11
2094,-235.8,0,0,1018.03
2095,-206.78,-0.4,-1.85,1152.99
2096,-133.52,0,0,417.81
2097,-908.54,0,-3.74,4808.78
2098,-24.04,-0.4,-0.4,132.4
2099,-6.01,0,0,149.86
2100,-455.07,-0.4,-0.4,1090.58
2101,-9.86,0,0,41.69
2102,-208.71,-0.4,-0.6,743.73
2103,-35.55,0,0,198.73
2104,-33.36,0,0,92.25
2105,-156.8,0,-1,791.99
2106,-219.96,0,0,2563.66
2107,-305.44,0,-1,1220.81
2108,-156.92,0,0,529.52
2109,-88.35,0,0,532.25
2110,-484.27,-0.45,-38.16,6100.81
2111,-764.86,-34.7,-119.31,1382.24
2112,-444.65,0,-5,1691.23
2113,-84.86,0,0,402.37
2114,-188.05,-7.1,-22.07,1488.61
2115,-632.97,-23.54,-48.99,6050.62
2116,-1044.06,-5.55,-13.45,5884.15
2117,-104.58,0,-14.89,423.01
2118,-71.32,0,0,378.32
2119,-153.91,-10.7,-20.8,462.86
2120,-40.76,0,0,293.45
2121,-330.84,-2.4,-13.1,2187.14
2122,-4.32,0,0,63.77
2123,-170.4,0,-1,1007.24
2124,-458.13,-8.85,-50.8,3389.31
2125,-28.33,0,0,197.77
2126,-196.77,0,0,1780.5
2127,-110.68,0,-4,480.09
2128,-146.25,0,-4.25,1658.7
2129,-467.75,0,-10.09,2701.67
2130,-275.07,-5.25,-6.35,1569.27
2131,-281.38,-0.25,-4.75,1619.68
2132,-11.27,0,0,89.9
2133,-289.57,0,0,2365.99
2134,-592.31,-0.6,-8.6,3460.17
2135,-55.14,0,-1,434.11
2136,-6.14,0,0,33.68
2137,-159.54,0,0,851.67
2138,-184.48,-3.7,-15.8,963.06
2139,-174.03,0,-9,1406.53
2140,-0.01,0,0,7.07
2141,-341.81,0,-6.99,2172.8
2142,-360.34,-0.4,-0.4,2945.89
2143,-51.32,0,0,114.82
2144,-67.7,0,0,512.17
2145,-66.84,0,-1,672.14
2146,-133.01,0,-1.29,951.84
2147,-353.62,0,-7.41,1533.37
2148,-467.49,-2.9,-10,1688.12
2149,-359.46,0,-13,1123.8
2150,-8.37,0,0,52.12
2151,-70.66,0,0,319.48
2152,-9.35,0,0,66.08
2153,-47.64,-0.4,-0.4,127.95
2154,-58.22,0,0,255.55
2155,-42.34,0,0,165.84
2156,-351.1,-1.45,-12.55,2305.24
2157,-149.9,0,-2,243.51
2158,-215.87,-7.1,-21.6,1234.28
2159,-156.2,0,0,806.1
2160,-48.86,-0.5,-0.5,225.59
2161,-34.32,0,0,624.32
2162,-320.15,-5.25,-130.63,4528.11
2163,-9.96,0,0,88.1
2164,-524.97,-0.6,-14.09,1176.19
2165,-0.8,0,0,2.79
2166,-10.81,0,0,65.08
2167,-281.33,0,-5,1219.59
2168,-782.49,-2.9,-25.85,2602.1
2169,-60.15,0,0,228.01
2170,-672.95,0,-7.1,2791.86
2171,-112.41,-7.55,-21.23,1172.13
2172,-65.95,0,0,624.05
2173,-55.85,0,0,328.98
2174,-99.78,-0.4,-2.4,307.57
2175,-38.39,0,0,274.73
2176,-324.72,0,-7.04,1780.73
2177,-11.95,0,0,91.26
2178,-197.34,0,-3,1654.1
2179,-104.93,0,0,573.88
2180,-93.09,0,0,433.28
2181,-38.11,0,0,414.44
2182,-143.48,0,0,1063.66
2183,-283.46,-0.5,-3,931.05
2184,-423.42,0,0,3048.91
2185,-431.71,-3.5,-26.1,5081.54
2186,-197.02,-0.6,-1.6,1725.58
2187,-519.8,0,-4,1503.02
2188,-156.9,0,0,1047.16
2189,-58.15,0,0,371.04
2190,-812.85,-0.75,-6.66,3675.11
2191,-27.19,0,0,155.29
2192,-17.62,-0.25,-0.75,389.2
2193,-553.06,-0.45,-3.55,4500.72
2194,-490.25,0,-6.99,3315.38
2195,-84.3,-0.3,-1.3,374.82
2196,-212.82,0,0,538.24
2197,-93.92,-0.3,-0.3,401.91
2198,-369.01,-5.55,-19.19,1880.92
2199,-498.48,-1.95,-8.3,2555.78
2200,-969.93,-3.1,-16.7,4093.68
2201,-7.93,0,0,27.51
2202,-34.3,0,0,111.28
2203,-185.36,0,0,2238.84
2204,-371.22,-0.75,-6.75,1194.92
2205,-333.47,0,-3,1329.45
2206,-23.63,0,0,147.36
2207,-406.62,0,-4.75,2231.53
2208,-836.27,-0.5,-5.5,5308.45
2209,-360.19,0,0,3481.66
2210,-98.11,0,0,704.97
2211,-75.91,0,0,510.03
2212,-19.58,0,0,155.42
2213,-492.09,-0.7,-5.9,3007.12
2214,-8.19,0,0,107.83
2215,-181.73,0,0,844.9
2216,-11.61,0,0,83.67
2217,-486.64,-0.35,-1.65,2134.8
2218,-162.47,0,0,420.2
2219,-20.3,0,0,961.67
2220,-49.61,0,-13,190.54
2221,-229.46,0,0,850.4
2222,-190.11,-2.5,-10.87,1133.29
2223,-331.11,0,-3.44,1791.61
2224,-448.8,0,-0.75,1757.33
2225,-153.94,0,-5,1324.01
2226,-215.74,-2.75,-18.25,2452.68
2227,-565.3,0,-6,2398.73
2228,-364.33,0,0,2753.82
2229,-10.67,0,0,149.27
2230,-35.81,0,0,407.8
2231,-230.3,-3.75,-19.69,2254.69
2232,-111.94,0,-22.34,484.87
2233,-429.61,-0.45,-6.1,3769.69
2234,-527.3,0,-9.75,3103.95
2235,-185.53,0,0,1481.59
2236,-220.21,0,-1,1515.36
2237,-439.3,-2.8,-20.89,1857.48
2238,-96.51,0,-7.08,664.46
2239,-172.55,-2,-4.25,724.36
2240,-417.88,0,-3.69,2580.64
2241,-132.28,0,0,403.98
2242,-104.57,0,0,492.68
2243,-136.78,0,0,750.13
2244,-643.57,0,-11.99,2339.22
2245,-209,-0.45,-2.55,1416.97
2246,-16.39,0,0,134
2247,-387.18,0,0,1699.9
2248,-18.88,0,0,111.2
2249,-33.51,0,0,181.51
2250,-261.54,0,0,801.76
2251,-173.34,0,-2,783.62
2252,-925.15,-1.05,-10.65,2464.96
2253,-58.7,0,0,260.61
2254,-99.13,0,0,653.68
2255,-80.04,0,0,371.27
2256,-29.44,0,0,197.58
2257,-18.51,0,0,293.09
2258,-74.07,-0.4,-0.4,619.72
2259,-5.13,0,0,6.99
2260,-444.64,-1.4,-2.6,4654.33
2261,-594.62,-0.5,-5,5005.15
2262,-87.95,0,-3.29,647.43
2263,-644.48,0,-2,3468.08
2264,-829.59,-2.35,-3.65,6620.28
2265,-5.45,0,0,77.44
2266,-361.68,0,0,2842.57
2267,-112.75,0,0,609.37
2268,-65.44,0,0,429.18
2269,-342.58,-0.6,-1.6,1081.63
2270,-571.55,-0.6,-0.6,2122.78
2271,-51.63,-0.9,-0.9,126.38
2272,-7.01,0,0,95.48
2273,-136.1,0,0,859.17
2274,-391.96,0,0,2219.73
